observation_date,FPCPITOTLZGNGA
2019-01-01,11.396422337811600
2020-01-01,13.246023427659701
2021-01-01,16.952845722160799
2022-01-01,18.847187784327399
2023-01-01,24.659550203114001
2024-01-01,33.242096654540603
