"Date","Price","Open","High","Low","Vol.","Change %"
"10/11/2021","51,714.73","51,551.41","51,844.86","50,752.88","27.96M","1.30%"
"10/08/2021","51,050.33","48,339.85","51,463.49","47,784.64","58.30M","6.43%"
"10/07/2021","47,964.04","45,824.47","47,964.04","45,097.82","43.80M","6.36%"
"10/06/2021","45,097.82","45,364.43","45,779.30","44,368.83","22.49M","-0.22%"
"10/05/2021","45,198.94","45,526.61","45,901.56","44,784.79","24.18M","-1.53%"
"10/04/2021","45,901.56","44,259.35","45,901.56","44,154.44","30.43M","3.66%"
"10/01/2021","44,281.81","44,412.48","44,842.76","44,152.42","23.72M","-0.86%"
"09/30/2021","44,663.84","43,597.55","44,738.02","43,108.03","47.63M","3.19%"
"09/29/2021","43,281.18","43,694.84","43,875.60","43,062.49","32.22M","-0.45%"
"09/28/2021","43,477.11","44,121.84","44,796.38","43,218.81","54.64M","-2.06%"
"09/27/2021","44,391.71","45,724.67","45,947.70","44,333.97","62.53M","-1.89%"
"09/23/2021","45,246.01","45,750.02","45,936.49","44,852.17","42.98M","-0.77%"
"09/22/2021","45,597.05","45,214.47","45,821.48","44,828.00","40.71M","2.33%"
"09/21/2021","44,560.22","44,396.02","45,355.38","43,829.89","32.67M","0.61%"
"09/20/2021","44,289.19","43,844.63","44,740.27","42,673.31","50.84M","0.20%"
"09/17/2021","44,201.63","44,562.97","45,197.91","43,901.36","79.51M","0.68%"
"09/16/2021","43,901.36","46,034.91","46,059.41","43,634.77","66.80M","-4.69%"
"09/15/2021","46,059.41","45,169.63","46,347.02","44,699.85","45.68M","0.39%"
"09/14/2021","45,878.78","46,379.70","46,596.46","44,508.11","58.15M","-1.54%"
"09/13/2021","46,596.46","45,084.55","46,671.01","44,687.34","42.35M","3.03%"
"09/10/2021","45,226.87","46,079.81","46,515.02","45,033.24","38.15M","-1.26%"
"09/09/2021","45,804.40","47,288.39","47,958.79","45,653.59","40.75M","-3.72%"
"09/08/2021","47,572.97","48,947.77","49,111.81","47,572.97","31.15M","-3.13%"
"09/07/2021","49,111.81","49,589.00","50,217.96","48,911.43","39.62M","-0.37%"
"09/06/2021","49,296.09","50,970.02","51,120.68","48,661.42","31.04M","-3.57%"
"09/03/2021","51,120.68","50,296.23","51,153.79","49,979.97","38.73M","2.28%"
"09/02/2021","49,981.79","52,233.86","52,385.68","49,805.77","40.37M","-4.59%"
"09/01/2021","52,385.68","53,376.90","53,892.99","52,312.18","17.95M","-1.36%"
"08/31/2021","53,105.97","53,118.48","53,228.26","52,390.86","45.70M","0.38%"
"08/30/2021","52,905.08","54,188.57","54,412.58","52,796.58","11.99M","-1.97%"
"08/27/2021","53,967.46","52,666.83","53,970.02","52,390.30","27.74M","3.01%"
"08/26/2021","52,390.30","52,565.37","52,687.97","52,015.49","28.65M","0.48%"
"08/25/2021","52,141.54","52,784.19","53,767.50","52,089.63","53.62M","-3.02%"
"08/24/2021","53,767.50","53,866.00","54,355.40","53,412.66","25.61M","0.66%"
"08/23/2021","53,412.66","52,029.94","53,412.66","51,063.34","27.33M","4.60%"
"08/20/2021","51,063.34","52,576.95","52,783.25","50,400.68","46.14M","-2.70%"
"08/19/2021","52,479.04","53,670.05","54,511.48","51,934.71","47.34M","-3.73%"
"08/18/2021","54,511.48","55,446.03","56,189.04","54,511.48","20.87M","-2.99%"
"08/17/2021","56,189.04","54,977.62","56,446.53","54,863.08","39.95M","2.42%"
"08/16/2021","54,863.08","53,999.92","55,092.61","53,250.08","25.59M","0.54%"
"08/13/2021","54,569.77","54,277.35","54,809.19","53,965.82","33.61M","1.12%"
"08/12/2021","53,965.82","54,955.81","55,275.23","53,930.15","18.76M","-2.37%"
"08/11/2021","55,275.23","54,142.75","55,524.73","53,518.02","30.56M","3.28%"
"08/10/2021","53,518.02","55,305.35","55,672.48","53,447.15","44.20M","-3.87%"
"08/06/2021","55,672.48","57,629.52","57,841.68","55,282.57","35.35M","-3.75%"
"08/05/2021","57,841.68","59,530.97","59,996.95","57,816.32","22.89M","-3.59%"
"08/04/2021","59,996.95","59,965.49","60,417.04","59,225.43","22.04M","0.60%"
"08/03/2021","59,640.92","58,807.37","60,081.14","58,757.31","24.15M","0.63%"
"08/02/2021","59,268.90","59,675.35","60,274.27","59,076.14","17.12M","-1.16%"
"07/30/2021","59,964.91","60,157.37","60,624.91","59,198.18","33.36M","-1.09%"
"07/29/2021","60,624.91","59,664.64","60,774.51","58,940.06","27.34M","2.86%"
"07/28/2021","58,940.06","58,030.05","58,940.06","57,682.10","21.31M","2.18%"
"07/27/2021","57,682.10","57,871.23","58,131.97","57,296.79","20.54M","-0.67%"
"07/26/2021","58,073.20","56,394.83","58,498.16","55,876.03","32.20M","3.93%"
"07/23/2021","55,876.03","56,091.79","56,967.74","55,814.09","22.69M","0.11%"
"07/22/2021","55,816.69","55,409.85","56,314.51","55,004.68","20.14M","1.48%"
"07/21/2021","55,004.68","55,039.96","55,951.37","54,661.04","26.32M","0.17%"
"07/20/2021","54,913.13","54,285.13","55,393.18","53,799.72","34.14M","2.00%"
"07/19/2021","53,836.90","54,901.54","56,143.62","53,314.89","30.17M","-4.11%"
"07/16/2021","56,143.62","58,037.16","58,244.22","56,128.07","27.89M","-3.18%"
"07/15/2021","57,985.18","58,808.08","59,425.08","57,917.42","29.74M","-0.88%"
"07/14/2021","58,500.84","57,565.79","59,527.54","57,210.79","39.21M","1.91%"
"07/13/2021","57,405.69","55,740.14","57,551.72","55,229.45","44.42M","2.53%"
"07/12/2021","55,988.75","54,801.16","55,988.75","54,358.17","24.02M","2.24%"
"07/09/2021","54,759.60","54,611.59","55,353.94","54,295.21","27.37M","0.36%"
"07/08/2021","54,565.49","56,891.98","57,533.98","54,565.49","32.16M","-5.16%"
"07/07/2021","57,533.98","56,463.91","58,074.00","56,301.80","28.04M","2.19%"
"07/06/2021","56,301.80","56,468.70","57,498.32","56,127.84","21.09M","0.31%"
"07/05/2021","56,127.84","55,478.41","56,127.84","54,958.32","11.10M","1.60%"
"07/02/2021","55,241.68","55,835.68","56,206.78","55,126.98","18.94M","-0.98%"
"07/01/2021","55,790.74","54,755.25","55,865.21","54,184.77","24.34M","2.96%"
"06/30/2021","54,184.77","54,063.81","54,377.55","53,460.22","24.04M","0.25%"
"06/29/2021","54,050.95","54,257.20","54,801.79","53,527.55","22.08M","-0.74%"
"06/28/2021","54,455.98","54,862.53","55,102.99","54,075.68","18.53M","-0.29%"
"06/25/2021","54,614.12","55,318.32","55,397.09","54,490.04","21.12M","-1.15%"
"06/24/2021","55,247.91","54,320.96","55,773.69","53,924.55","21.42M","0.48%"
"06/23/2021","54,982.21","53,969.93","55,250.64","53,340.08","21.73M","3.08%"
"06/22/2021","53,340.08","53,789.59","54,228.20","53,108.89","24.98M","-0.31%"
