"Date","Price","Open","High","Low","Vol.","Change %"
"11/28/2025","15,788","16,350","16,399","15,788","7.93M","-2.62%"
"11/27/2025","16,212","16,820","16,850","16,105","3.93M","-3.60%"
"11/26/2025","16,818","17,063","17,218","16,786","1.93M","-0.05%"
"11/25/2025","16,827","16,445","16,978","16,445","3.42M","2.07%"
"11/24/2025","16,486","16,866","17,136","16,419","9.89M","-2.74%"
"11/21/2025","16,951","16,612","17,131","16,612","3.52M","-1.46%"
"11/20/2025","17,203","17,000","17,543","16,906","3.34M","1.13%"
"11/19/2025","17,010","16,690","17,089","16,544","2.47M","1.89%"
"11/18/2025","16,695","16,505","16,898","16,478","2.55M","-0.39%"
"11/17/2025","16,760","17,115","17,115","16,338","2.96M","-0.50%"
"11/14/2025","16,845","16,640","17,039","16,640","3.09M","-0.43%"
"11/13/2025","16,918","16,273","17,069","16,273","3.87M","3.10%"
"11/12/2025","16,410","16,790","16,800","16,273","5.10M","-2.32%"
"11/11/2025","16,800","16,750","17,230","16,750","4.34M","-0.37%"
"11/10/2025","16,863","16,511","17,074","16,511","3.23M","2.36%"
"11/07/2025","16,474","16,500","16,820","16,208","3.56M","-0.51%"
"11/06/2025","16,558","17,230","17,230","16,558","4.35M","-2.79%"
"11/05/2025","17,034","16,980","17,212","16,639","4.81M","1.33%"
"11/04/2025","16,810","17,300","17,392","16,810","4.69M","-2.94%"
"11/03/2025","17,320","16,955","17,450","16,955","3.58M","0.16%"
"10/31/2025","17,293","17,200","17,577","17,040","5.32M","1.65%"
"10/30/2025","17,013","16,830","17,096","16,765","3.00M","0.62%"
"10/29/2025","16,908","17,337","17,358","16,687","3.80M","-1.70%"
"10/28/2025","17,200","16,600","17,422","16,600","5.83M","2.99%"
"10/27/2025","16,700","16,502","16,834","16,502","3.95M","0.18%"
"10/24/2025","16,670","16,350","16,967","16,350","3.46M","-0.17%"
"10/23/2025","16,699","16,620","16,777","16,465","3.39M","0.15%"
"10/22/2025","16,674","16,210","16,739","16,026","6.07M","2.77%"
"10/21/2025","16,225","16,057","16,498","15,931","4.98M","-0.68%"
"10/20/2025","16,336","16,700","16,780","16,257","2.33M","-1.49%"
"10/17/2025","16,583","16,120","16,694","15,874","6.22M","1.90%"
"10/16/2025","16,274","16,510","16,700","16,000","3.94M","-1.44%"
"10/15/2025","16,512","15,230","16,512","15,230","8.55M","8.03%"
"10/14/2025","15,284","15,350","15,350","15,041","3.17M","-0.48%"
"10/13/2025","15,357","15,304","15,459","15,092","3.04M","-0.78%"
"10/10/2025","15,477","15,350","15,598","15,119","3.36M","1.41%"
"10/09/2025","15,262","15,050","15,349","14,779","4.26M","0.39%"
"10/08/2025","15,202","14,729","15,405","14,729","5.55M","2.39%"
"10/07/2025","14,847","14,420","14,868","14,283","6.15M","3.31%"
"10/06/2025","14,372","14,585","14,747","14,240","3.16M","-1.88%"
"10/03/2025","14,647","14,315","14,661","14,281","4.18M","2.32%"
"10/02/2025","14,315","14,700","14,748","14,173","5.82M","-2.87%"
"10/01/2025","14,738","14,488","14,849","14,211","7.17M","1.64%"
"09/30/2025","14,500","13,799","14,500","13,741","10.31M","5.07%"
"09/29/2025","13,800","13,945","13,945","13,711","4.05M","-0.30%"
"09/26/2025","13,841","13,507","13,868","13,316","4.40M","2.31%"
"09/25/2025","13,529","13,725","13,731","13,454","7.45M","-1.85%"
"09/23/2025","13,784","13,565","13,866","13,565","7.42M","0.61%"
"09/22/2025","13,700","13,904","13,904","13,574","5.10M","-0.72%"
"09/19/2025","13,800","14,135","14,233","13,500","17.51M","-2.36%"
"09/18/2025","14,133","14,426","14,644","14,020","15.51M","-3.62%"
"09/17/2025","14,664","14,858","14,900","14,486","5.94M","-1.25%"
"09/16/2025","14,849","14,010","15,010","13,982","10.73M","5.48%"
"09/15/2025","14,078","13,866","14,199","13,691","5.17M","2.82%"
"09/12/2025","13,692","13,855","13,855","13,443","6.27M","-0.65%"
"09/11/2025","13,782","13,700","13,972","13,603","5.38M","-0.15%"
"09/10/2025","13,803","13,868","14,101","13,704","5.48M","-0.56%"
"09/09/2025","13,881","13,883","14,037","13,802","5.93M","-0.54%"
"09/08/2025","13,956","13,948","14,130","13,785","6.10M","0.00%"
"09/05/2025","13,956","13,700","14,176","13,700","6.94M","0.63%"
"09/04/2025","13,869","14,231","14,236","13,737","8.64M","-0.79%"
"09/03/2025","13,980","14,500","14,785","13,768","5.91M","-2.32%"
"09/02/2025","14,312","14,609","14,615","14,160","6.59M","-1.64%"
"09/01/2025","14,551","14,850","15,079","14,343","5.60M","-2.86%"
"08/29/2025","14,980","15,046","15,272","14,897","5.46M","-1.66%"
"08/28/2025","15,233","15,189","15,298","14,903","4.97M","1.24%"
"08/27/2025","15,046","14,951","15,094","14,722","4.99M","0.45%"
"08/26/2025","14,978","15,400","15,460","14,978","16.35M","-3.24%"
"08/25/2025","15,480","15,420","15,580","15,288","4.28M","-1.02%"
"08/22/2025","15,639","15,644","15,812","15,631","5.16M","-0.07%"
"08/21/2025","15,650","15,700","15,805","15,550","5.54M","-0.39%"
"08/20/2025","15,712","15,465","15,858","15,383","4.75M","0.68%"
"08/19/2025","15,606","15,399","16,023","15,399","7.50M","-0.81%"
"08/18/2025","15,734","17,200","17,284","15,462","11.32M","-8.41%"
"08/15/2025","17,178","17,390","17,423","17,047","5.16M","-0.52%"
"08/14/2025","17,268","17,200","17,325","16,988","3.49M","0.33%"
"08/13/2025","17,212","17,200","17,351","17,098","5.74M","0.07%"
"08/12/2025","17,200","16,665","17,345","16,651","6.69M","3.09%"
"08/11/2025","16,684","16,600","16,684","16,423","5.13M","1.12%"
"08/08/2025","16,500","16,790","16,907","16,483","4.44M","-1.56%"
"08/07/2025","16,762","15,813","16,965","15,726","11.89M","5.32%"
"08/06/2025","15,915","15,422","15,915","15,280","5.02M","3.32%"
"08/05/2025","15,404","15,471","15,887","15,399","9.68M","0.14%"
"08/04/2025","15,382","15,550","15,718","15,237","7.46M","-1.18%"
"08/01/2025","15,566","15,219","15,616","15,034","9.12M","1.51%"
"07/31/2025","15,335","14,686","15,677","14,641","11.92M","5.61%"
"07/30/2025","14,520","14,600","14,737","14,370","3.15M","-0.45%"
"07/29/2025","14,585","14,328","14,585","14,233","5.11M","2.29%"
"07/28/2025","14,258","14,480","14,480","14,076","2.82M","0.80%"
"07/25/2025","14,145","14,120","14,468","14,120","5.99M","-1.14%"
"07/24/2025","14,308","14,107","14,399","13,909","5.34M","1.96%"
"07/23/2025","14,033","14,500","14,505","13,991","4.92M","-2.68%"
"07/22/2025","14,420","14,300","14,555","14,300","3.25M","-0.41%"
"07/21/2025","14,480","14,585","14,747","14,340","2.77M","-0.79%"
"07/18/2025","14,595","14,475","14,716","14,475","3.67M","0.21%"
"07/17/2025","14,564","14,380","14,599","14,325","4.89M","1.73%"
"07/16/2025","14,317","14,059","14,317","13,835","3.77M","2.37%"
"07/15/2025","13,985","14,230","14,350","13,955","3.71M","-1.97%"
"07/14/2025","14,266","14,050","14,266","14,005","4.37M","0.25%"
"07/11/2025","14,230","14,330","14,405","14,093","4.82M","-0.75%"
"07/10/2025","14,338","14,102","14,450","14,102","3.06M","-0.18%"
"07/09/2025","14,364","14,100","14,453","14,100","4.51M","0.84%"
"07/08/2025","14,244","14,024","14,260","13,927","4.87M","9,954.35%"
"07/07/2025","142","140","142","139","2.86M","-98.99%"
"07/04/2025","13,997","14,000","14,114","13,900","2.31M","-0.33%"
"07/03/2025","14,044","13,952","14,155","13,806","3.75M","1.13%"
"07/02/2025","13,887","14,090","14,296","13,771","5.26M","-2.20%"
"07/01/2025","14,200","14,369","14,369","14,096","4.28M","0.82%"
"06/30/2025","14,084","13,953","14,216","13,930","4.04M","0.60%"
"06/27/2025","14,000","13,751","14,184","13,751","4.71M","0.01%"
"06/26/2025","13,999","13,339","13,999","13,299","5.76M","6.13%"
"06/25/2025","13,190","13,150","13,497","13,096","3.29M","0.31%"
"06/24/2025","13,149","12,807","13,440","12,803","4.09M","3.36%"
"06/23/2025","12,721","12,350","12,774","12,350","2.41M","0.17%"
"06/20/2025","12,699","12,530","12,840","12,530","10.73M","-0.10%"
"06/19/2025","12,712","12,700","12,900","12,455","10.17M","-0.85%"
"06/18/2025","12,821","12,580","12,892","12,295","5.69M","1.19%"
"06/17/2025","12,670","13,000","13,295","12,610","7.53M","-4.38%"
"06/13/2025","13,250","13,137","13,422","12,950","6.88M","-1.30%"
"06/12/2025","13,424","12,940","13,437","12,925","8.99M","1.90%"
"06/11/2025","13,174","13,179","13,366","13,003","2.76M","-1.01%"
"06/10/2025","13,309","12,950","13,375","12,950","4.59M","1.82%"
"06/09/2025","13,071","12,954","13,089","12,869","2.38M","0.44%"
"06/06/2025","13,014","12,950","13,138","12,909","1.77M","-0.08%"
"06/05/2025","13,024","13,214","13,272","13,007","3.23M","-1.23%"
"06/04/2025","13,186","13,188","13,484","13,025","3.68M","0.40%"
"06/03/2025","13,133","12,540","13,133","12,540","4.67M","4.49%"
"06/02/2025","12,569","12,494","12,588","12,371","2.75M","0.55%"
"05/30/2025","12,500","12,701","12,918","12,451","9.67M","-2.34%"
"05/29/2025","12,800","12,677","12,975","12,520","3.43M","2.42%"
"05/28/2025","12,497","12,000","12,620","11,989","4.05M","3.86%"
"05/27/2025","12,032","11,830","12,127","11,830","2.94M","0.53%"
"05/26/2025","11,969","11,875","12,376","11,875","1.54M","-1.70%"
"05/23/2025","12,176","12,020","12,176","11,845","2.55M","1.47%"
"05/22/2025","12,000","12,104","12,104","11,918","2.64M","-0.86%"
"05/21/2025","12,104","12,125","12,476","12,045","3.19M","-1.27%"
"05/20/2025","12,260","11,871","12,260","11,871","3.00M","2.19%"
"05/19/2025","11,997","11,968","12,060","11,817","3.05M","-1.10%"
"05/16/2025","12,130","11,900","12,130","11,840","4.08M","0.95%"
"05/15/2025","12,016","11,813","12,207","11,813","4.59M","0.55%"
"05/14/2025","11,950","12,060","12,092","11,830","5.60M","-0.90%"
"05/13/2025","12,058","11,800","12,178","11,800","5.44M","1.43%"
"05/12/2025","11,888","11,800","12,214","11,796","3.21M","0.52%"
"05/09/2025","11,827","11,800","12,244","11,800","4.01M","-0.72%"
"05/08/2025","11,913","11,825","12,044","11,698","3.26M","0.74%"
"05/07/2025","11,825","11,988","12,079","11,747","3.01M","-1.43%"
"05/06/2025","11,996","11,850","12,020","11,622","1.87M","1.06%"
"05/05/2025","11,870","12,195","12,255","11,800","4.31M","-2.67%"
"05/02/2025","12,195","12,110","12,415","12,080","3.18M","-0.62%"
"04/30/2025","12,271","11,850","12,449","11,761","8.19M","2.85%"
"04/29/2025","11,931","11,549","11,968","11,370","4.25M","3.28%"
"04/25/2025","11,552","11,459","11,552","11,320","5.58M","2.12%"
"04/24/2025","11,312","11,101","11,500","11,095","4.43M","1.69%"
"04/23/2025","11,124","11,420","11,560","11,100","4.94M","-0.49%"
"04/22/2025","11,179","11,100","11,330","11,018","4.93M","1.60%"
"04/17/2025","11,003","11,189","11,189","10,525","6.60M","-1.73%"
"04/16/2025","11,197","10,990","11,301","10,929","4.70M","1.44%"
"04/15/2025","11,038","11,000","11,059","10,898","3.98M","0.09%"
"04/14/2025","11,028","10,455","11,075","10,455","5.16M","5.48%"
"04/11/2025","10,455","10,668","10,765","10,385","5.40M","-1.83%"
"04/10/2025","10,650","10,914","11,255","10,595","7.92M","2.40%"
"04/09/2025","10,400","10,600","10,600","10,130","8.97M","-4.74%"
"04/08/2025","10,918","10,501","10,950","10,184","9.08M","5.44%"
"04/07/2025","10,355","10,375","10,695","9,952","11.21M","-1.87%"
"04/04/2025","10,552","11,100","11,300","10,465","8.18M","-6.69%"
"04/03/2025","11,309","11,888","11,968","11,040","13.20M","-6.49%"
"04/02/2025","12,094","12,400","12,432","11,983","4.61M","-2.56%"
"04/01/2025","12,412","12,348","12,495","12,217","3.97M","0.72%"
"03/31/2025","12,323","12,450","12,599","12,318","7.08M","-1.37%"
"03/28/2025","12,494","12,200","12,545","12,200","5.16M","1.63%"
"03/27/2025","12,294","12,604","12,700","12,192","4.19M","-2.87%"
"03/26/2025","12,657","12,640","12,732","12,510","5.00M","0.13%"
"03/25/2025","12,640","12,490","12,670","12,346","6.18M","1.21%"
"03/24/2025","12,489","11,720","12,489","11,720","6.22M","5.79%"
"03/20/2025","11,805","11,425","11,888","11,425","18.04M","1.24%"
"03/19/2025","11,660","11,400","11,775","11,400","4.72M","1.42%"
"03/18/2025","11,497","11,550","11,596","11,274","3.53M","-0.19%"
"03/17/2025","11,519","11,023","11,730","11,023","5.10M","1.56%"
"03/14/2025","11,342","11,149","11,405","11,071","4.18M","1.47%"
"03/13/2025","11,178","11,000","11,285","11,000","5.85M","0.20%"
"03/12/2025","11,156","11,292","11,344","10,925","3.85M","-1.20%"
"03/11/2025","11,292","11,370","11,386","11,173","4.48M","-0.99%"
"03/10/2025","11,405","11,500","11,644","11,405","4.18M","-1.11%"
"03/07/2025","11,533","11,477","11,616","11,375","3.42M","-0.19%"
"03/06/2025","11,555","11,660","11,824","11,501","2.82M","-0.90%"
"03/05/2025","11,660","11,697","11,713","11,516","3.62M","0.97%"
"03/04/2025","11,548","11,701","11,814","11,467","4.04M","-2.18%"
"03/03/2025","11,805","11,899","11,998","11,453","3.23M","-0.14%"
"02/28/2025","11,822","11,729","12,331","11,729","9.99M","0.80%"
"02/27/2025","11,728","11,550","12,416","11,453","7.50M","-1.00%"
"02/26/2025","11,847","11,848","11,947","11,688","3.81M","-0.45%"
"02/25/2025","11,900","11,700","11,952","11,579","3.96M","2.16%"
"02/24/2025","11,648","11,438","11,715","11,365","3.23M","1.83%"
"02/21/2025","11,439","11,200","11,564","11,186","3.29M","1.10%"
"02/20/2025","11,315","11,325","11,445","11,050","3.36M","-0.09%"
"02/19/2025","11,325","11,200","11,437","11,200","4.64M","-0.33%"
"02/18/2025","11,362","11,028","11,400","11,028","2.35M","1.20%"
"02/17/2025","11,227","11,011","11,252","11,011","5.14M","0.51%"
"02/14/2025","11,170","11,538","11,569","11,128","5.07M","-2.72%"
"02/13/2025","11,482","11,700","11,781","11,419","5.42M","-1.86%"
"02/12/2025","11,700","11,730","11,845","11,623","4.39M","-0.08%"
"02/11/2025","11,709","11,500","11,709","11,310","4.80M","2.41%"
"02/10/2025","11,434","11,524","11,599","11,362","3.00M","-0.94%"
"02/07/2025","11,543","11,466","11,673","11,365","4.23M","-0.18%"
"02/06/2025","11,564","11,511","11,695","11,511","5.43M","-0.52%"
"02/05/2025","11,625","11,252","11,662","11,252","4.88M","0.65%"
"02/04/2025","11,550","11,450","11,626","11,376","4.27M","0.43%"
"02/03/2025","11,500","11,148","11,546","11,145","5.40M","0.01%"
"01/31/2025","11,499","11,550","11,620","11,273","7.32M","-2.72%"
"01/30/2025","11,820","11,558","11,875","11,522","6.37M","2.76%"
"01/29/2025","11,502","11,219","11,550","11,123","6.16M","1.75%"
"01/28/2025","11,304","11,150","11,339","11,012","6.87M","0.35%"
"01/27/2025","11,265","11,195","11,383","11,017","7.11M","-0.16%"
"01/24/2025","11,283","11,250","11,500","11,199","9.80M","0.82%"
"01/23/2025","11,191","11,090","11,278","10,954","5.88M","0.87%"
"01/22/2025","11,095","11,049","11,365","10,826","9.42M","1.38%"
"01/21/2025","10,944","10,600","11,014","10,580","14.22M","5.17%"
"01/20/2025","10,406","10,320","10,687","10,278","7.68M","0.98%"
"01/17/2025","10,305","9,820","10,305","9,820","5.67M","3.83%"
"01/16/2025","9,925","9,780","10,124","9,780","4.13M","0.07%"
"01/15/2025","9,918","9,757","9,918","9,569","7.10M","1.94%"
"01/14/2025","9,729","8,850","9,767","8,786","9.36M","10.63%"
"01/13/2025","8,794","8,900","9,002","8,734","3.39M","-2.59%"
"01/10/2025","9,028","9,046","9,111","8,924","3.38M","-0.20%"
"01/09/2025","9,046","8,900","9,350","8,813","4.81M","1.77%"
"01/08/2025","8,889","9,300","9,364","8,834","5.21M","-4.73%"
"01/07/2025","9,330","9,385","9,440","9,251","2.73M","-0.73%"
"01/06/2025","9,399","9,335","9,455","9,252","2.33M","0.67%"
"01/03/2025","9,336","9,295","9,374","9,155","2.35M","0.81%"
"01/02/2025","9,261","9,200","9,445","9,112","2.00M","0.67%"
"12/31/2024","9,199","9,111","9,325","9,111","1.68M","-0.95%"
"12/30/2024","9,287","9,200","9,379","9,118","5.19M","-0.02%"
"12/27/2024","9,289","8,500","9,289","8,459","7.94M","9.81%"
"12/24/2024","8,459","8,202","8,487","8,202","802.69K","3.30%"
"12/23/2024","8,189","8,252","8,366","8,088","1.81M","-0.76%"
"12/20/2024","8,252","8,222","8,258","8,020","11.09M","0.36%"
"12/19/2024","8,222","8,345","8,471","8,180","13.88M","-2.94%"
"12/18/2024","8,471","8,411","8,595","8,373","2.71M","1.09%"
"12/17/2024","8,380","8,648","8,754","8,380","4.38M","-4.16%"
"12/13/2024","8,744","8,528","8,877","8,504","3.63M","1.83%"
"12/12/2024","8,587","8,507","8,638","8,505","2.96M","0.99%"
"12/11/2024","8,503","8,525","8,628","8,459","3.09M","-1.09%"
"12/10/2024","8,597","8,339","8,641","8,275","3.86M","1.64%"
"12/09/2024","8,458","8,514","8,573","8,391","3.21M","-0.97%"
"12/06/2024","8,541","8,300","8,613","8,300","2.96M","0.87%"
"12/05/2024","8,467","8,205","8,505","8,205","3.99M","2.28%"
"12/04/2024","8,278","8,080","8,325","8,069","3.40M","2.48%"
"12/03/2024","8,078","8,150","8,294","8,003","5.27M","-0.88%"
"12/02/2024","8,150","8,115","8,249","8,026","3.35M","0.94%"
"11/29/2024","8,074","8,060","8,147","8,034","3.72M","-0.91%"
"11/28/2024","8,148","8,150","8,224","8,113","2.27M","0.31%"
"11/27/2024","8,123","8,150","8,205","7,994","4.54M","-0.07%"
"11/26/2024","8,129","8,050","8,166","7,987","3.19M","0.06%"
"11/25/2024","8,124","8,020","8,276","8,020","8.48M","1.04%"
"11/22/2024","8,040","8,101","8,254","8,027","4.35M","-1.71%"
"11/21/2024","8,180","8,238","8,392","8,150","3.85M","-0.70%"
"11/20/2024","8,238","8,400","8,420","8,171","3.87M","-1.18%"
"11/19/2024","8,336","8,300","8,494","8,209","2.15M","-0.17%"
"11/18/2024","8,350","8,289","8,400","8,173","2.24M","1.75%"
"11/15/2024","8,206","8,161","8,270","8,071","1.79M","0.51%"
"11/14/2024","8,164","8,345","8,483","8,162","4.70M","-3.12%"
"11/13/2024","8,427","8,350","8,490","8,321","2.01M","0.25%"
"11/12/2024","8,406","8,216","8,485","8,206","2.56M","1.07%"
"11/11/2024","8,317","8,408","8,430","8,263","2.48M","-1.31%"
"11/08/2024","8,427","8,400","8,475","8,252","1.79M","0.50%"
"11/07/2024","8,385","8,450","8,627","8,353","2.91M","-1.06%"
"11/06/2024","8,475","8,750","8,750","8,420","3.74M","-2.41%"
"11/05/2024","8,684","8,878","8,986","8,561","4.27M","-2.07%"
"11/04/2024","8,868","8,571","8,923","8,571","1.84M","1.44%"
"11/01/2024","8,742","8,800","8,827","8,545","3.12M","-0.13%"
"10/31/2024","8,753","8,794","8,902","8,684","3.89M","-0.07%"
"10/30/2024","8,759","8,604","8,841","8,564","4.23M","0.95%"
"10/29/2024","8,677","8,815","8,870","8,501","3.13M","-2.08%"
"10/28/2024","8,861","8,950","9,063","8,788","5.03M","-0.45%"
"10/25/2024","8,901","8,900","9,100","8,857","3.66M","0.01%"
"10/24/2024","8,900","9,100","9,134","8,900","2.56M","-0.21%"
"10/23/2024","8,919","8,946","9,054","8,877","2.97M","-1.06%"
"10/22/2024","9,015","9,100","9,100","8,716","3.57M","-0.22%"
"10/21/2024","9,035","9,200","9,265","8,948","4.29M","-1.26%"
"10/18/2024","9,150","8,860","9,222","8,860","4.26M","2.21%"
"10/17/2024","8,952","8,940","8,995","8,813","1.92M","1.34%"
"10/16/2024","8,834","8,600","8,855","8,593","2.17M","1.96%"
"10/15/2024","8,664","8,800","8,800","8,620","1.95M","-0.28%"
"10/14/2024","8,688","8,837","8,837","8,607","1.90M","-1.16%"
"10/11/2024","8,790","8,700","8,921","8,697","2.82M","1.01%"
"10/10/2024","8,702","8,815","8,815","8,625","2.38M","0.60%"
"10/09/2024","8,650","8,810","8,810","8,549","2.49M","0.31%"
"10/08/2024","8,623","8,585","8,747","8,500","3.51M","0.41%"
"10/07/2024","8,588","8,583","8,624","8,457","3.03M","0.05%"
"10/04/2024","8,584","8,812","8,850","8,565","3.56M","-3.01%"
"10/03/2024","8,850","8,871","8,918","8,752","4.77M","-0.01%"
"10/02/2024","8,851","9,206","9,206","8,779","3.21M","-1.39%"
"10/01/2024","8,976","9,160","9,347","8,952","4.37M","-2.25%"
"09/30/2024","9,183","9,497","9,497","9,183","6.84M","-3.59%"
"09/27/2024","9,525","9,510","9,618","9,432","2.71M","0.15%"
"09/26/2024","9,511","9,600","9,685","9,474","3.09M","-0.88%"
"09/25/2024","9,595","9,610","9,850","9,479","5.17M","0.66%"
"09/23/2024","9,532","9,582","9,643","9,449","2.93M","-0.45%"
"09/20/2024","9,575","9,509","9,611","9,385","12.69M","0.28%"
"09/19/2024","9,548","9,436","9,641","9,362","15.05M","1.19%"
"09/18/2024","9,436","9,375","9,455","9,241","3.71M","0.69%"
"09/17/2024","9,371","9,131","9,396","9,131","2.29M","1.29%"
"09/16/2024","9,252","9,379","9,379","9,195","4.07M","-1.31%"
"09/13/2024","9,375","9,350","9,395","9,231","4.56M","1.08%"
"09/12/2024","9,275","9,300","9,442","9,160","4.52M","0.82%"
"09/11/2024","9,200","8,897","9,255","8,897","4.48M","-0.47%"
"09/10/2024","9,243","9,084","9,277","9,047","3.52M","0.96%"
"09/09/2024","9,155","9,178","9,244","9,074","3.94M","-0.40%"
"09/06/2024","9,192","9,103","9,319","8,996","5.94M","0.98%"
"09/05/2024","9,103","8,675","9,184","8,654","4.69M","3.94%"
"09/04/2024","8,758","8,805","8,861","8,581","5.53M","1.72%"
"09/03/2024","8,610","8,925","8,925","8,595","4.07M","-1.77%"
"09/02/2024","8,765","8,903","8,950","8,710","2.58M","-1.36%"
"08/30/2024","8,886","9,254","9,302","8,821","9.11M","-4.00%"
"08/29/2024","9,256","9,400","9,470","9,225","3.74M","-1.25%"
"08/28/2024","9,373","9,644","9,644","9,349","4.30M","-2.36%"
"08/27/2024","9,600","9,630","9,661","9,545","4.75M","-0.35%"
"08/26/2024","9,634","9,550","9,705","9,475","3.72M","0.43%"
"08/23/2024","9,593","8,999","9,593","8,999","6.86M","6.46%"
"08/22/2024","9,011","9,000","9,214","8,961","3.93M","0.70%"
"08/21/2024","8,948","8,920","9,079","8,801","3.62M","-0.02%"
"08/20/2024","8,950","9,035","9,116","8,835","4.83M","-0.86%"
