"Date","Price","Open","High","Low","Vol.","Change %"
"11/04/2024","13,180.14","13,115.10","13,248.98","13,084.22","","0.50%"
"11/01/2024","13,115.10","12,970.16","13,142.05","12,950.00","","1.12%"
"10/31/2024","12,970.16","13,001.11","13,062.24","12,887.93","","-0.24%"
"10/30/2024","13,001.11","12,851.58","13,047.98","12,778.73","","1.16%"
"10/29/2024","12,851.58","13,154.82","13,181.04","12,756.14","","-2.31%"
"10/28/2024","13,154.82","13,068.24","13,195.63","13,054.15","","0.66%"
"10/25/2024","13,068.24","13,259.53","13,314.01","13,062.70","","-1.44%"
"10/24/2024","13,259.53","13,108.16","13,298.23","13,108.16","","1.15%"
"10/23/2024","13,108.16","13,132.92","13,215.47","13,050.09","","-0.19%"
"10/22/2024","13,132.92","13,260.91","13,286.32","13,049.76","","-0.97%"
