"Date","Price","Open","High","Low","Change %"
"02/14/2022","215.08","207.57","215.08","207.57","3.30%"
"02/11/2022","208.21","205.55","208.21","205.55","1.17%"
"02/10/2022","205.81","203.54","205.81","203.54","0.71%"
"02/09/2022","204.36","210.35","210.35","204.36","-3.15%"
"02/08/2022","211.01","212.42","212.42","211.01","-0.91%"
"02/07/2022","212.94","211.38","212.94","211.38","0.38%"
"02/04/2022","212.13","205.59","212.13","205.59","2.91%"
"02/03/2022","206.14","203.53","206.14","203.53","1.24%"
"02/02/2022","203.61","204.50","204.50","203.61","-1.18%"
"02/01/2022","206.05","207.42","207.42","206.05","-0.71%"
"01/31/2022","207.52","211.41","211.41","207.52","-2.04%"
"01/28/2022","211.84","201.58","211.84","201.58","5.39%"
"01/27/2022","201.01","199.68","201.01","199.68","0.42%"
"01/26/2022","200.17","207.39","207.39","200.17","-4.21%"
"01/25/2022","208.97","210.34","210.34","208.97","-1.78%"
"01/24/2022","212.75","200.66","212.75","200.66","5.05%"
"01/21/2022","202.52","213.23","213.23","213.23","0.46%"
"01/20/2022","201.60","205.44","205.44","201.60","-2.55%"
"01/19/2022","206.87","213.23","213.23","206.87","-3.04%"
"01/18/2022","213.35","212.41","213.35","212.41","0.46%"
"01/17/2022","212.37","205.44","212.37","205.44","3.55%"
"01/14/2022","205.08","198.47","205.08","198.47","3.27%"
"01/13/2022","198.59","194.62","198.59","194.62","2.27%"
"01/12/2022","194.19","195.56","195.56","194.19","-0.51%"
"01/11/2022","195.18","198.53","199.15","195.18","-1.99%"
"01/10/2022","199.15","193.67","199.15","193.67","2.79%"
"01/07/2022","193.75","196.52","196.52","193.75","-1.23%"
"01/06/2022","196.17","193.69","196.17","193.69","1.48%"
"01/05/2022","193.31","193.61","193.61","193.31","-0.18%"
"01/04/2022","193.65","199.43","199.43","193.65","-3.01%"
"01/03/2022","199.66","199.47","199.66","199.47","0.05%"
"12/31/2021","199.57","199.44","199.57","199.44","-1.32%"
"12/30/2021","202.23","205.28","205.28","202.23","-0.61%"
"12/29/2021","203.47","205.24","205.24","203.47","-0.81%"
"12/28/2021","205.13","205.26","205.26","205.13","-0.01%"
"12/27/2021","205.15","205.26","205.26","205.15","-0.05%"
"12/24/2021","205.25","205.25","205.25","205.25","0.03%"
"12/23/2021","205.19","209.16","209.16","205.19","-1.28%"
"12/22/2021","207.85","209.13","209.13","207.85","-0.74%"
"12/21/2021","209.41","215.02","215.02","209.41","-2.63%"
"12/20/2021","215.07","211.96","215.07","211.96","1.34%"
"12/17/2021","212.22","210.10","212.22","210.10","1.20%"
"12/16/2021","209.70","215.97","215.97","209.70","-2.84%"
"12/15/2021","215.84","215.91","215.91","215.84","0.10%"
"12/14/2021","215.63","215.94","215.94","215.63","0.51%"
"12/13/2021","214.53","216.90","216.90","214.53","-1.11%"
"12/10/2021","216.94","216.89","216.94","216.89","0.53%"
"12/09/2021","215.79","212.00","215.79","212.00","1.73%"
"12/08/2021","212.11","219.78","219.78","212.11","-3.27%"
"12/07/2021","219.28","228.61","228.61","219.28","-3.89%"
"12/06/2021","228.15","226.67","228.15","226.67","0.34%"
"12/03/2021","227.37","226.58","227.37","226.58","0.21%"
"12/02/2021","226.89","219.11","226.89","219.11","-1.42%"
"12/01/2021","230.15","241.29","241.29","230.15","-4.26%"
"11/30/2021","240.39","238.05","240.39","238.05","0.81%"
"11/29/2021","238.47","246.20","246.20","238.47","-2.64%"
"11/26/2021","244.93","196.37","244.93","196.37","10.76%"
"11/25/2021","221.13","219.11","221.13","217.81","0.34%"
